name,affiliation,country
Luciano Straga,ALTERGAIA,AR
Lucie Usher,FS-ISAC,GB
Lucila Abate,NIC ARGENTINA,AR
Lucjan Janowski,AGH UNIVERSITY,PL
Ludovic Poitou,"SUN MICROSYSTEMS, INC.",FR
Ludovic Roux,COSMO SOFTWARE,SG
Ludwig Seitz,RISE,SE
Luigi Iannone,TELECOM PARISTECH,FR
Luis Anzola,LINKEDIN,US
Luis Contreras,TELEFONICA S.A.,ES
Luis Gonzalez,NETWORK INFORMATION CENTER MEXICO,MX
Luis Hernan Ramirez Quintanilla,SUBTEL,CL
Luis Miguel Contreras Murillo,TELEFONICA S.A.,ES
Luis Montalvo,TECHNICOLOR,FR
Luis Nunez,APEX ASSURANCE,US
Luis Pulido Diaz,SYNAPBOX,MX
Luis Renato Giffoni Rodrigues,ANATEL,BR
Luis Sanchez,XAPIENS,PR
Luis Soares De Vasconcelos Filho,UNIVERSITY OF PERNAMBUCO,BR
Luis Tomotaki,VERIZON,US
Luisa Paez,GOVERNMENT OF CANADA,CA
Luiz Carlos Medeiros,RNP,BR
Luiz Juliao Braga Filho,MACKENZIE UNIVERSITY,BR
Lukas Gerhold,UNIBERG GMBH,DE
Lukas Krattiger,CISCO SYSTEMS INC,US
Lukas Zbinden,BFH,CH
Luke Berndt,U.S. DEPARTMENT OF HOMELAND SECURITY,US
Luke Camery,GOOGLE,US
Luke Stepniowski,BRIGHTHOUSE NETWORKS,US
Lukmon Abdulsalam,UNIVERSITY OF LAGOS,NG
Lun Shao,CHONGQING UNIVERSITY,CN
Luna Madi,ICANN,TR
Luong Khiem Tran,AALTO UNIVERSITY,FI
Lutz Hansen,FEDERAL OFFICE FOR INFORMATION SECURITY,DE
Lutz Jacob,BLOOMBERG,US
Lutz Mueller-Hipper,DHL,CZ
Luuk Hendriks,UNIVERSITY OF TWENTE,NL
Luuk Van Den Broek,GLOBALSIGN,GB
Luxmore Edwards,MINISTRY OF INFORMATION,AG
Luyuan Fang,"EXPEDIA, INC.",US
Luzolo Nana Lwa Nzambi,CENTRE PROFESSIONNEL GALI,CD
Lycke Hoogeveen,SIDN,NL
Lydia Agamah,UPSA,GH
Lyle Bertz,SPRINT CORPORATION,US
Lyman Chapin,INTERISLE CONSULTING GROUP,US
Lyndon Ong,CIENA CORP,US
Lyns Nelson,MINISTERE EDUCATION NATIONALE ET FORMATION PROFESSIONNELLE,HT
Lyubomir Marinov,JITSI.ORG,BG
M Anand,EKA SYSTEMS,US
Ma-Alfrange Garou,MINISTERE DES POSTES ET TELECOMMUNICATION,CG
Maarten Aertsen,NCSC,NL
Maarten Bosteels,DNS BELGIUM,BE
Maarten Botterman,PUBLIC INTEREST REGISTRY,NL
Maarten Hogewoning,RIPE NCC,NL
Maarten Kremers,SURFNET,NL
Maarten Vissers,HUAWEI TECHNOLOGIES,NL
Maarten Wullink,SIDN,NL
Mabano Magera Elie,TECHPLUS SPRL,RW
Mach Chen,HUAWEI TECHNOLOGIES,CN
Maciej Machnikowski,INTEL CORPORATION,PL
Maciek Konstantynowicz,CISCO SYSTEMS INC,GB
Madeeha Rehman,NEXUS,PK
Madhan Raj Kangarathinam,"SAMSUNG ELECTRONICS CO, LTD",IN
Madhurima Ghosh,MCKV INSTITUTE OF ENGINEERING,IN
Madjid Nakhjiri,MEDIATEK INC,US
Maggie Miller,PELLISSIPPI STATE COMMUNITY COLLEGE,US
Magnus Bergman,CITY NETWORK HOSTING,SE
Magnus Bergroth,NORDUNET,SE
Magnus Buhrgard,ERICSSON AB,SE
Magnus Flodman,GOOGLE,SE
Magnus Fruehling,FREIFUNK FRANKFURT AM MAIN E.V.,DE
Magnus Sandberg,NETNOD INTERNET EXCHANGE,SE
Magnus Westerlund,ERICSSON AB,SE
Maguette Fall,AFRIQUE INFORMATIQUE TECHNOLOGIE,SN
Magueye Mbaye Sall,AFRIQUE INFORMATIQUE TECHNOLOGIE,AD
Mahalingam Mani,"POLYCOM, INC.",US
Mahamadou Issiaka,NO,ML
Mahamadou Jagana,M JAGANA ENTERPRISE,GM
Mahamadou Sidibe,SERVIPREST,ML
Mahamadou Waggeh,MAHAMADOU WAGGEH ENTERPRISE,GM
Mahamat Abdallah,CHRIST UNIVERSITY,CH
Mahamat Abdraman Djibrine,APDE,TD
Mahamat Haroun Adoum,IGF AFRICA,TD
Mahami Sualisu,KNUST,GH
Mahendra Singh Negi,HUAWEI TECHNOLOGIES,IN
Mahesh Jethanandani,VMWARE,US
Mahesh Raju Somalaraju,HUAWEI TECHNOLOGIES,IN
Mahesh Sivakumar,JUNIPER NETWORKS,US
Mahmood Mohammed,SILICON SOLUTIONS,ID
Mahmoud Hadef,"SAMSUNG ELECTRONICS CO, LTD",GB
Maho Sata,KEIO UNIVERSITY,JP
Maik Mahn,HOME NOW,DE
Maikel Lao Ekeljean,EKEL,ID
Maire Reavy,MOZILLA FOUNDATION,US
Maja Andjelkovic,IETF - INTERNET ENGINEERING TASK FORCE,US
Majid Zahedivash,SOROUSH RASANEH CO.,IR
Makan Kouyate,ANAC,AG
Makanaka Chipanera,UNIVERSITY OF ZIMBABWE,ZW
Makoto Azuma,FUJITSU LIMITED,JP
Makoto Kimura,NTT,JP
Makoto Nakamura,FURUKAWA ELECTRIC,JP
Makoto Uchiba,FUJITSU LIMITED,JP
Maksim Klius,NETCRACKER,RU
Maksim Kollegin,CRYPTOPRO,RU
Maksim Proshin,ERICSSON AB,SE
Malay Mitra,MENTOR SYSTEMS,TH
Malcolm Airst,"MITRE CORPORATION, THE",US
Malcolm Betts,ZTE,CA
Malcolm Scott,UNIVERSITY OF CAMBRIDGE,GB
Maletsabisa Molapo,NATIONAL UNIVERSITY OF LESOTHO,LS
Malgorzata Steiner,MINISTRY OF ADMINISTRATION AND DIGITIZATION POLAND,PL
Malick Fam,SENEGALAISE UNITE AFFAIRES,SN
Malick Faye,GAMBIA POLICE FORCE,GM
Malick Njie,QNET,GM
Malick Oumar Soumari,MALI,ML
Malini Nanda,IEN,DE
Mallik Mudigonda,CISCO SYSTEMS INC,IN
Malombe Victor,STRATHMORE UNIVERSITY,KE
Malte Ubl,GOOGLE,US
Mamadou Aliou Diallo,ETS MAMADOU ALIOU DIALLO,SN
Mamadou Doucoure,MALIAVIS,ML
Mamadou Doucoure,HORIZON INFORMATIQUE,ML
Mamadou Faty,AUTORITE DE REGULATION DES TELECOMMUNICATIONS ET DES POSTES SENEGAL,SN
Mamadou Faye,CHOICE ONE SUARL,AD
Mame Khoudia Gueye,DAARA SOS SANTE,SE
Mamut Ceesay,MINISTRY OF HEALTH AND SOCIAL WELFARE,GM
Manal Ismail Abdelmoteleb,NATIONAL TELECOM REGULATORY AUTHORITY OF EGYPT,EG
Manav Bhatia,ALCATEL-LUCENT S.A,IN
Manijeh Fadaeeayat,BROADCOM CORP,US
Manish Bhardwaj,CISCO SYSTEMS INC,US
Manish Bohra,BOA,IN
Manish Gupta,JUNIPER NETWORKS,US
Manish Singh,NOKIA,IN
Manju Ramesh,CISCO SYSTEMS INC,US
Mankamana Mishra,CISCO SYSTEMS INC,US
Mannan Venkatesan,COMCAST,US
Manoharan Sundaramoorthy,"BROCADE COMMUNICATIONS SYSTEMS, INC",IN
Manoj Naik,IBM,US
Manoj Nayak,JUNIPER NETWORKS,IN
Manoj Sharma,JUNIPER NETWORKS,US
Manqing Huang,EXAR,US
Mans Nilsson,SVERIGES RADIO,SE
Mansoor Ahmed,FBMIT,IN
Mansurr Camara,QUANTUMNET,GM
Mantonio Larno,TELECOM,IT
Mantvydas Baranauskas,U S BANK,GB
Manu Bretelle,FACEBOOK,US
Manu Sporny,DIGITAL BAZAAR,US
Manuel Godoy,NETWORK INFORMATION CENTER MEXICO,MX
Manuel Godoy Rodriguez,NETWORK INFORMATION CENTER MEXICO,MX
Manuel Gorius,SAARLAND UNIVERSITY,DE
Manuel Joseph,DENIC E.G,DE
Manuel Martinez,CISCO SYSTEMS INC,US
Manuel Pedrosa De Barros,ANACOM,PT
Manuel Pegourie-Gonnard,ARM LIMITED,FR
Manuel Peuster,PADERBORN UNIVERSITY,DE
Manuel Tomas Carrasco Benitez,EUROPEAN COMMISSION,LU
Manuel Valdez,VSYS,MX
Maoke Chen,FREEBIT,JP
Mara Cruz Bartolome Rodrigo,ERICSSON AB,ES
Maram Mbye,MEDICAL RESEARCH CLINIC,GM
Maran Van Heesch,TNO - NETHERLANDS ORGANIZATION FOR APPLIED SCIENTIFIC RESEARCH,NL
Marc Blanchet,VIAGENIE,CA
Marc Branchaud,XIPLINK INC,CA
Marc Braner,MICROSOFT,US
Marc Briggs,SE LABS,GB
Marc Erickson,EXAMINER.COM,CA
Marc Eshel,IBM,US
Marc Groeneweg,SIDN,NL
Marc Hasson,VERIZON,US
Marc Hersson-Nau Pirrus,MINISTERE EDUCATION NATIONALE ET FORMATION PROFESSIONNELLE,HT
Marc Ibrahim,SAINT JOSEPH UNIVERSITY OF BEIRUT,LB
Marc Isambart,"NETSCOUT SYSTEMS, INC",GB
Marc Lampo,LAMPO NETWORK AND SECURITY,BE
Marc Lasserre,ALCATEL-LUCENT S.A,FR
Marc Leclerc,NOVIFLOW INC.,CA
Marc Moeskops,OTN SYSTEMS,BE
Marc Portoles,CISCO SYSTEMS INC,US
Marc Rapoport,"REDBACK NETWORKS, INC.",US
Marc Robins,SIP FORUM,US
Marc Sollars,TENEO,GB
Marc Teichtahl,CISCO SYSTEMS INC,AU
Marc Van Wesemael,EURID,BE
Marc Weber,"COMPUTER HISTORY MUSEUM, INTERNET HISTORY PROGRAM",US
Marc-Oliver Pahl,TECHNICAL UNIVERSITY MUNICH,DE
Marcel Parodi,SWITCH,CH
Marcella Hastings,UNIVERSITY OF PENNSYLVANIA,US
Marcello Caleffi,UNIVERSITY OF NAPLES FEDERICO II,IT
Marcelo Bagnulo,UNIVERSITY CARLOS III OF MADRID,ES
Marcelo Caggiani Luizelli,FEDERAL UNIVERSITY OF RIO GRANDE DO SUL,BR
Marcelo Carvalho,UNIVERSITY OF BRASILIA,BR
Marcelo Gardini,BRAZILIAN NETWORK INFORMATION CENTER - NIC.BR,BR
Marcelo Palma Salas,UNICAMP,BR
Marcin Pilarski,TELEKOMUNIKACJA POLSKA,PL
Marcin Walas,GOOGLE,PL
Marcio Fontes,LACNIC,UY
Marco Canini,TECHNICAL UNIV. OF BERLIN,DE
Marco Carugi,HUAWEI TECHNOLOGIES,FR
Marco Davids,SIDN,NL
Marco Erickson Passy Kengani,ENSP,CG
Marco Haeberle,UNIVERSITY OF TUEBINGEN,DE
Marco Hogewoning,RIPE NCC,NL
Marco Liebsch,NEC CORPORATION,DE
Marco Marzetti,PCCW GLOBAL,IT
Marco Morales,CISCO SYSTEMS INC,PE
Marco Passy,ENSP,CG
Marco Pizzoli,CORNER BANCA SA,CH
Marco Rodrigues,JUNIPER NETWORKS,US
Marco Savi,POLITECNICO DI MILANO,IT
Marco Tiloca,RISE,SE
Marco Tomsu,ALCATEL-LUCENT S.A,DE
Marco Valente,CISCO SYSTEMS INC,CH
Marcoantonio Jimenez,VAST INDUSTRIES,US
Marcos Jose Almeida,ALGAR TELECOM,BR
Marcos Sanz,DENIC E.G,DE
Marcus Grando,AZION TECHNOLOGIES,BR
Marcus Ihlar,ERICSSON AB,SE
Marcus Sun,HUAWEI TECHNOLOGIES,CN
Marcus Watts,"COHORTFS, LLC",US
Marek Karasek,CISCO SYSTEMS INC,CZ
Margaret Cullen,PAINLESS SECURITY,MA
Margaret Livingston,TRIDEA WORKS LLC,US
Margaret Megan Richards,EUROPEAN COMMISSION,BE
Margaret Wasserman,PAINLESS SECURITY,US
Margo Dolas,BROADCOM CORP,US
Marguerite Ouedraogo Bonane,ARCEP BURKINA FASO,BF
Maria Apostolaki,ETH ZURICH,CH
Maria Haell,GOVERNMENT OFFICES OF SWEDEN,SE
Maria Jesus Ada Obiang Mangue,MINISTERIO DE TELECOM Y NUEVAS TECNOLOGIAS,GQ
Maria Laura Carabelli,CARABELLI SOLUCIONES INFORMATICAS,BB
Maria Paz Canales,NGO DERECHOS DIGITALES,CL
Maria-Rita Palattella,LUXEMBOURG INSTITUTE OF SCIENCE AND TECHNOLOGY,LU
Mariajose Coca,C-ATG,US
Marian Ulbricht,TECHNICAL UNIV. OF DRESDEN,DE
Mariann Unterluggauer,ORF,AT
Mariano Absatz,NIC ARGENTINA,AR
Mariano Carril,CONVERGENCIALATINA,AR
Mariano Fittipaldi,UNIVERSIDAD DE PALERMO,AR
Marie Holzer,AFNIC,FR
Marie Olive Ndjouloum,IT ZONE,CM
Marijke Kaat,SURFNET,NL
Mariko Kobayashi,"MERCARI, INC.",JP
Marina Arvigo,USP,BR
Marina Buzzi,IIT-CNR,IT
Marina Ciocea,GOOGLE,SE
Marinus Struik,UBIQUISEC LTD.,CA
Mario Guerra,NIC.CR,CR
Mario Kolberg,UNIVERSITY OF STIRLING,GB
Mario Loffredo,IIT-CNR,IT
Mario Tobar,GRIDTICS,AR
Marion Dillon,UNIVERSITY OF NEW HAMPSHIRE,US
Marius Clemetsen,TELENOR,NO
Marius Scurtescu,COINBASE,US
Mark Allman,ICSI CENTER FOR INTERNET RESEARCH,US
Mark Atwood,"SUN MICROSYSTEMS, INC.",US
Mark Bales,SPRINT CORPORATION,US
Mark Baugher,CISCO SYSTEMS INC,US
Mark Baushke,JUNIPER NETWORKS,US
Mark Brown,REDPHONE SECURITY,US
Mark Comeadow,CISCO SYSTEMS INC,GB
Mark Davis,GOOGLE,US
Mark Dobrinic,CURITY AB,SE
Mark Donnelly,PAINLESS SECURITY,US
Mark Duckworth,"POLYCOM, INC.",US
Mark Evans,UNITED STATES NAVY,US
Mark Feldman,SHINKURO,US
Mark Fine,ALCATEL-LUCENT S.A,US
Mark Francisco,COMCAST,US
Mark Guzinski,CABLELABS,CO
Mark Handley,UNIVERSITY COLLEGE LONDON,GB
Mark Kao,TAIWAN NETWORK INFORMATION CENTER,TW
Mark Lentczner,LINDEN LAB RESEARCH,US
Mark Madigan,MICROSOFT,US
Mark Mccahill,DUKE UNIVERSITY,US
Mark Mcfadden,"INTERNET POLICY ADVISORS, LTD",US
Mark Millet,CISCO SYSTEMS INC,US
Mark Montanez,CISCO SYSTEMS INC,US
Mark Nottingham,FASTLY,AU
Mark O,CESG,GB
Mark Orzechowski,NCSC,GB
Mark Pauley,APPLE INC.,US
Mark Pearson,HEWLETT-PACKARD COMPANY,US
Mark Richardson,VERIZON,US
Mark Schmidt,UNIVERSITY OF TUEBINGEN,DE
Mark Scott,NORTEL NETWORKS LIMITED,CA
Mark Sibley,"VERISIGN INTERNATIONAL HOLDINGS, INC.",US
Mark Stapp,CISCO SYSTEMS INC,US
Mark Svancarek,MICROSOFT,US
Mark Tassinari,HEWLETT-PACKARD COMPANY,US
Mark Thompson,TANDBERG ASA,GB
Mark Townsley,CISCO SYSTEMS INC,US
Mark Treacy,EPANACEA,KY
Mark Wagner Jr,PSTCC,TN
Mark Watson,QUALCOMM INC,US
Mark Wood,DISA,GB
Mark Wygant,VERIZON,US
Markku Kojo,UNIVERSITY OF HELSINKI,FI
Markku-Juhani Saarinen,MJOS.FI,GB
Marko Horvat,UNIVERSITY OF OXFORD,GB
Marko Kiiskila,"SILVER SPRING NETWORKS, INC",FI
Markus Amend,DEUTSCHE TELEKOM AG,DE
Markus Arnold,FLEXOPTIX GMBH,DE
Markus Becker,UNIVERSITY OF BREMEN,DE
Markus De Bruen,BSI,DE
Markus De Brun,BSI,DE
Markus Gueller,INFINEON,DE
Markus Hauff,BWI GMBH,DE
Markus Isomaeki,NOKIA,FI
Markus Jork,JUNIPER NETWORKS,US
Markus Konig,UNIVERSITY OF TUEBINGEN,DE
Markus Lautenschlager,DEUTSCHE TELEKOM AG,DE
Markus Vahlenkamp,HAMBURG UNIVERSITY,DE
Markus Zeilinger,UNIVERSITY OF APPLIED SCIENCES UPPER AUSTRIA,AT
Marla Azinger,FRONTIER COMMUNICATIONS,US
Marten Seemann,PROTOCOL LABS,VN
Martha Natanael,NUST,NA
Martin Andre,NICT - NATIONAL INSTITUTE FOR INFORMATION AND COMMUNICATIONS TECHNOLOGY,JP
Martin Becke,HAW HAMBURG,DE
Martin Bergenwall,AUTHENTEC OY,FI
Martin Bjoerklund,CISCO SYSTEMS INC,SE
Martin Casanova,SWITCH,CH
Martin Djernaes,JUNIPER NETWORKS,DK
Martin Duerst,AOYAMA GAKUIN UNIVERSITY,JP
Martin Ebotetta Bissong,TOP SAFETY CAMEROON,CO
Martin Egan,LOCKHEED MARTIN CORPORATION,US
Martin Gunnarsson,RISE SICS,SE
Martin Hoffmann,NLNET LABS,NL
Martin Horcicka,AKAMAI TECHNOLOGIES,CZ
Martin Horne,BROADCOM CORP,US
Martin Horneffer,DEUTSCHE TELEKOM AG,DE
Martin Huelsemann,DEUTSCHE TELEKOM AG,DE
Martin Hunek,TECHNICAL UNIVERSITY OF LIBEREC,CZ
Martin Johnsson,ERICSSON AB,SE
Martin Landsmann,UNIVERSITY OF APPLIED SCIENCES HAMBURG,DE
Martin Langer,OSTFALIA,DE
Martin Levy,"CLOUDFLARE, INC.",US
Martin Mokgware,BOCRA,BW
Martin Neitzel,GAERTNER DATENSYSTEME,DE
Martin Pagel,MICROSOFT,US
Martin Palsson,COMBITECH,SE
Martin Pels,AMS-IX B.V.,NL
Martin Peylo,NOKIA,FI
Martin Pilka,IFNE SOFTWARE S.R.O.,SK
Martin Preisler,"RED HAT, INC.",CZ
Martin Raison,ECOLE POLYTECHNIQUE,FR
Martin Reed,UNIVERSITY OF ESSEX,GB
Martin Rodriguez,CABASE,AR
Martin Schmiedecker,ROBERT BOSCH CORP.,AT
Martin Slintak,CISCO SYSTEMS INC,CZ
Martin Stewart,BRITISH TELECOMMUNICATIONS PLC,GB
Martin Sunal,CISCO SYSTEMS INC,SK
Martin Swany,INDIANA UNIVERSITY,US
Martin Taiwo,MUHY UNIQUE SERVICES,NG
Martin Thomson,MOZILLA FOUNDATION,AU
Martin Vigoureux,ROUTING AD,FR
Martin Winter,NETWORK DEVICE EDUCATION FOUNDATION INC,US
Martin Zhang,HUAWEI TECHNOLOGIES,CN
Martyn Russell,SHAREDBAND,GB
Marufu Chigaazira,CRASA,BW
Maruthi Kishore Tiruveedhula,JUNIPER NETWORKS,US
Marvin Ammori,U. NEBRASKA LINCOLN,US
Marvin Anatey Anab,UNIVERSITY OF PROFESSIONAL STUDIES-ACCRA,GH
Mary Hester,SURFNET,NL
Mary Uduma,NIGERIA INTERNET REGISTRATION ASSOCIATION,NG
Mary-Jane Sule,UNIVERSITY OF JOS,NG
Maryam Tahhan,INTEL CORPORATION,IE
Masaaki Inami,NTT,JP
Masaaki Koga,KDDI CORPORATION,JP
Masaaki Shiomitsu,FURUKAWA ELECTRIC,JP
Masafumi Aramoto,SHARP CORPORATION,JP
Masafumi Oe,NAOJ,JP
Masafumi Watari,KDDI CORPORATION,JP
Masahide Nakamura,CISCO SYSTEMS INC,JP
Masahiko Kimoto,SOUM CORPORATION,JP
Masahiro Daikoku,KDDI CORPORATION,JP
Masahiro Kozuka,OKAYAMA UNIVERSITY,JP
Masahiro Maruyoshi,NTT,JP
Masahiro Sasabe,OSAKA UNIVERSITY,JP
Masahito Ando,TOHO UNIVERSITY,JP
Masakazu Asama,GINZADO,JP
Masaki Akaza,NETONESYSTEMS,JP
Masaki Fukushima,KDDI CORPORATION,JP
Masaki Shimaoka,SECOM,JP
Masaki Umayabashi,NEC CORPORATION,JP
Masanobu Katagi,SONY CORPORATION,JP
Masanobu Kawashima,NEC CORPORATION,JP
Masanori Kondo,APT,TH
Masaori Koshiba,APPLE INC.,JP
Masaru Nomura,SQUARE,CA
Masashi Toyama,NTT,JP
Masataka Mawatari,"JAPAN INTERNET EXCHANGE CO., LTD.",JP
Masataka Ohta,TOKYO INSTITUTE OF TECHNOLOGY,JP
Masato Minda,JAPAN REGISTRY SERVICES,JP
Masato Tsuru,KYUSHU INSTITUTE OF TECHNOLOGY,JP
Masato Yamanishi,SOFTBANK MOBILE CORP.,US
Masatoshi Namiki,NTT,JP
Masayuki Inoue,NTT,US
Masayuki Iwashita,A.I.CORPORATION,JP
Masayuki Kobayashi,LINE CORP,JP
Masayuki Yoshikawa,SONY CORPORATION,JP
Masoud Dastvarz,DASTVARZ TRADING,IR
Massimiliano Pala,CABLELABS,US
Massimo Candela,NTT,NL
Masum Hasan,CISCO SYSTEMS INC,US
Matanda Bukasa,AMITY UNIVERSITY,IN
Matarr Sanyang,AK PRECIOUS METALS AND GEMS LTD,GM
Matej Gregr,BRNO UNIVERSITY OF TECHNOLOGY,CZ
Matej Spanik,PANTHEON TECHNOLOGIES,SK
Mathew Chigwende,LIQUID TELECOM,GB
Mathew Saisi,QUEEN MARY UNIVERSITY OF LONDON,GB
Mathias Brossard,ARM LIMITED,US
Mathias Hellman,ERICSSON AB,SE
Mathias Houngbo,STARSOFT,BJ
Mathias Mahnke,OPENNET INITIATIVE E.V.,DE
Mathias Samuelson,NOMINUM INC,US
Mathieu Cunche,INSA-LYON,FR
Mathieu Hofman,CITRIX,US
Mathieu Jadin,UNIVERSITE CATHOLIQUE DE LOUVAIN,BE
Mats Dufberg,IIS,SE
Matt Anderson,ELSTER ELECTRICITY,US
Matt Caulfield,CISCO SYSTEMS INC,US
Matt Farmer,SANDVINE INCORPORATED,GB
Matt Frost,GOOGLE,US
Matt Gillies,CISCO SYSTEMS INC,CA
Matt Gillmore,ITRON,US
Matt Hartley,CIENA CORP,CA
Matt Joras,FACEBOOK,US
Matt Larson,ICANN,US
Matt Ryan,JIVE COMMUNICATIONS,US
Matt Sanders,GEORGIA INSTITUTE OF TECHNOLOGY,GA
Matt Weinberg,"VERISIGN INTERNATIONAL HOLDINGS, INC.",US
Matt Welch,BRIGHTHOUSE NETWORKS,US
Matthew Akanle,COVENANT UNIVERSITY,NG
Matthew Anderson,CISCO SYSTEMS INC,US
Matthew Ausmus,CHAPMAN UNIVERSITY,US
Matthew Benjamin,"COHORTFS, LLC",US
Matthew Bocci,NOKIA,GB
Matthew Bryant,OFCOM,GB
Matthew Caulfield,CISCO SYSTEMS INC,US
Matthew Cobbinah,KWAME NKRUMAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,GH
Matthew Dempskey,OPENDNS,US
Matthew Gast,AEROHIVE NETWORKS,US
Matthew Green,BRITISH TELECOMMUNICATIONS PLC,GB
Matthew Hodgson,NEW VECTOR LTD,GB
Matthew Holdrege,SONUS NETWORKS LIMITED,FR
Matthew Horsfall,FASTMAIL,US
Matthew Jones,NOMINET,GB
Matthew Kaufman,MICROSOFT,US
Matthew Mathis,GOOGLE,US
Matthew Meyer,BRITISH TELECOMMUNICATIONS PLC,US
Matthew Pounsett,DNS OARC,CA
Matthew Rogers,"RED HAT, INC.",US
Matthew Ryan,NOMINUM INC,US
Matthew Sargent,PEERLESS TECHNOLOGIES CORPORATION,US
Matthew Stock,LIMELIGHT NETWORKS,US
Matthew Wild,HEAVY HORSE,GB
Matthew Wilder,TELUS COMMUNICATIONS INC,CA
Matthias Arnold,SWISSMED MOBILE AG,CH
Matthias Falkner,CISCO SYSTEMS INC,CA
Matthias Kaschub,UNIVERSITY OF STUTTGART,DE
Matthias Kovatsch,HUAWEI TECHNOLOGIES,DE
Matthias Schwamborn,UNIVERSITY OF BONN,DE
Matthias Waehlisch,FREIE UNIVERSITAET BERLIN,DE
Matthias Wahlisch,FREIE UNIVERSITAET BERLIN,DE
Matthieu Baerts,TESSARES,BE
Matthieu Brient,ACKLIO,CA
Matthieu Texier,ARBOR NETWORKS,FR
Matthieu Vial,SCHNEIDER ELECTRIC SA,FR
Matti Klock,AKAMAI TECHNOLOGIES,US
Mattia Rossi,CSI CONSULTING,CH
Mattias Amnefelt,STOCKHOLM UNIVERSITY,SE
Mattijs Jonker,UNIVERSITY OF TWENTE,NL
Maud Adjeley Ashong Elliot,"UNIVERSITY OF PROFESSIONAL STUDIES, ACCRA",GH
Maurice Vanderfeesten,SURFFOUNDATION,NL
Mauricio Cardenas Dominguez,NETWORK INFORMATION CENTER MEXICO,MX
Mauricio Ernesto Herrera Lopez,SIGET,SV
Mauricio Vergara Ereche,ICANN,US
Maurizio De Paola,TELECOM ITALIA S.P.A,IT
Maurizio Lunghi,FONDAZIONE RINASCIMENTO DIGITALE,IT
Mauro Almeida,CEQUINT,US
Mauro Campanella,GARR,IT
Mauro Cociglio,TELECOM ITALIA S.P.A,IT
Mauro Gasparini,INTERLINK SRL,AR
Mauro Sardara,CISCO SYSTEMS INC,FR
Max Jonas Werner,HAMBURG UNIVERSITY,DE
Max Maccarone,YORK UNIVERSITY,CA
Max Pritikin,CISCO SYSTEMS INC,US
Max Solodovnikov,MICROSOFT,EE
Maxim Georgiev,FACEBOOK INC.,US
Maxim Klyus,NETCRACKER,RU
Maxim Orbu,RENAM,MD
Maxime Piraux,UNIVERSITE CATHOLIQUE DE LOUVAIN,BE
Maximilian Franke,TECHNICAL UNIV. OF BERLIN,DE
Maximilian Riegel,NOKIA SIEMENS NETWORKS,DE
Maya Singh,SEO,IN
Mays Al-Naday,UNIVERSITY OF ESSEX,GB
Mayuresh Bakshi,JUNIPER NETWORKS,US
Mayutan Arumaithurai,UNIVERSITY OF GOETTINGEN,DE
Mazen Khaddam,"COX COMMUNICATIONS, INC.",US
Maziar Nekovee,"SAMSUNG ELECTRONICS CO, LTD",GB
Mbakop Nandjip Patrick Stevie,BTOKEM EVENTS CONCEPT,CM
Mbambadzeni Mulaudzi,EVERGRACE TECHNOLOGIES CC,ZA
Mbaye Oulimata,COLECTIVITE LOCALE,SN
Mbola Ranaivoarimanana,NIC-MG,MG
Mbolongo Destin,FONCTION PUBLIQUE,CG
Mcgregor Andrew,GOOGLE,AU
Md Anwar Hossain,HOTEL SARINA DHAKA,BD
Md Hasibul Jamil,SOUTHERN ILLINOIS UNIVERSITY CARBONDALE,US
Md Hasibul Jamil,"SOUTHERN ILLINOIS UNIVERSITY, CARBONDALE",US
Md Safiqul Islam,UNIVERSITY OF OSLO,NO
Md Shahidul Hoque,COREHR,IR
Meade Richard,HUAWEI TECHNOLOGIES,IE
Med Naoufel Frikha,ANSI,TN
Meenakshi Hinwar,AMITY UNIVERSITY,IN
Meghashree Dattatri Kedalagudde,INTEL CORPORATION,US
Mehdi Asadi,APPLE INC.,CA
Mehdi Kouhen,CISCO SYSTEMS INC,FR
Mehdi Mani,ITRON,FR
Mehdi Sif,JUNIPER NETWORKS,US
Mehmet Ersue,PEAG AG,DE
Mehmet Toy,COMCAST,BD
Mei Wang,CISCO SYSTEMS INC,US
Meir Cohen,NOKIA,US
Melchior Aelmans,JUNIPER NETWORKS,NL
Melchizedek Alipio,UNIVERSITY OF THE PHILIPPINES DILIMAN,PH
Melinda Shore,FASTLY,US
Melisha Toussaint,NTRC DOMINICA,DM
Melissa Goldsmith,USBANK,GB
Mellal Selim,EL HAYET,DZ
Melvin Hillsman,HUAWEI TECHNOLOGIES,US
Meng Sie Wee,STARHUB LIMITED,SG
Meng Yu,ZTE,CN
Mennan Selimi,UNIVERSITY OF CAMBRIDGE,GB
Menno Schepers,RIPE NCC,NL
Meredith Patterson,MAUTINOA TECHNOLOGIES,BE
Meriem Smache,GRIDBEE COMMUNICATIONS,FR
Merike Kaeo,DOUBLE SHOT SECURITY,US
Merkouris Karaliopoulos,ATHENS UNIVERSITY OF ECONOMICS AND BUSINESS,GR
Mert Ocak,ERICSSON AB,FI
Meshingo Jack,KAIST - KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,KR
Metin Acikalin,SIDN,NL
Mi Sun Silvia Cho,IGALIA,ES
Mian Khalil,GOOGLE,US
Miao Jiang,CHINA CENTRAL TELEVISION,CN
